Chromosome	Sample_Name	mean_meth	median_meth	sd_meth	mean_cov	median_cov	sd_cov
chr15	hg38.TWGBS.5N.OTP	0.693859768280433	0.8	0.317713197662023	8.75186316007773	8	5.30249854781089
chr15	hg38.TWGBS.5N.UCSD	0.731004323506104	0.846153846153846	0.319249571442642	7.41082252211036	7	3.73260258478869
chr15	hg38.TWGBS.5N.UdS.NT	0.682353279457796	0.777777777777778	0.317985384632022	8.51088759730391	8	4.74697623267969
chr15	hg38.TWGBS.5N.UdS.TT	0.712832389138486	0.833333333333333	0.327792062022412	7.74557033054508	7	4.44206720431834
chr15	hg38.TWGBS.5N.bismark	0.739370639612535	0.857142857142857	0.313033453895463	9.15494079699057	9	5.04186424804651
chr15	hg38.TWGBS.5N.bistro	0.719877543292056	0.833333333333333	0.320719308411969	8.56983256515912	8	4.8042994068914
chr15	hg38.TWGBS.5T.BioMedX	0.698276569785136	0.833333333333333	0.331602697846074	8.82976910122692	8	5.38171183921042
chr15	hg38.TWGBS.5T.DKFZ.B060	0.685255062363545	0.8	0.319121339389291	10.9022279604772	10	5.95893523752323
chr15	hg38.TWGBS.5T.IHEC	0.716986650086229	0.846153846153846	0.31757264773004	11.6179248385517	11	5.79926874021316
chr15	hg38.TWGBS.5T.OTP	0.680322569248677	0.8	0.323905190332742	9.83075147550394	9	6.07412549647447
chr15	hg38.TWGBS.5T.UCSD	0.718452583207679	0.846153846153846	0.32419077629358	8.28804355533286	8	4.10603528876757
chr15	hg38.TWGBS.5T.UdS.NT	0.672878138852454	0.777777777777778	0.318715914301783	9.87009549129598	10	5.31492287240272
chr15	hg38.TWGBS.5T.UdS.TT	0.703193917735608	0.833333333333333	0.330024550427505	8.97211923838045	9	4.97977820321347
chr15	hg38.TWGBS.5T.bismark	0.726848938562287	0.857142857142857	0.31867820046588	10.5115089423149	10	5.76454914238795
chr15	hg38.TWGBS.5T.bistro	0.706204094720768	0.833333333333333	0.327475250838253	9.73867837926656	9	5.39959151755534
chr15	hg38.TWGBS.6N.BioMedX	0.685360764079557	0.8	0.323779491086175	8.33789204194572	8	4.68716559399683
chr15	hg38.TWGBS.6N.DKFZ.B060	0.673882824263733	0.769230769230769	0.31150099275629	10.2885657773014	10	5.2178092237044
chr15	hg38.TWGBS.6N.IHEC	0.70852807183981	0.818181818181818	0.309505779793668	11.0557188106374	11	5.36031602675803
chr15	hg38.TWGBS.6N.OTP	0.669039431655269	0.75	0.316106780190607	9.2897679751546	9	5.15514505341943
chr15	hg38.TWGBS.6N.UCSD	0.710214530095814	0.818181818181818	0.316895455658934	8.02197494263132	8	3.91629926117318
chr15	hg38.TWGBS.6N.UdS.NT	0.658006288722787	0.75	0.315171824043626	9.11113705823428	9	4.97508337141005
chr15	hg38.TWGBS.6N.UdS.TT	0.686286578569723	0.8	0.326251401545313	8.28687696786075	8	4.66513178752543
chr15	hg38.TWGBS.6N.bismark	0.718309823723907	0.833333333333333	0.311284227253856	9.97814300698019	10	5.17251980205195
chr15	hg38.TWGBS.6N.bistro	0.69544095624124	0.8	0.319447380381915	9.14460525551122	9	4.99606271776983
chr15	hg38.TWGBS.6T.BioMedX	0.661920301037118	0.75	0.333477849298461	7.33502956256557	7	4.21458121713036
chr15	hg38.TWGBS.6T.DKFZ.B060	0.651536639001946	0.75	0.318324205139191	9.1438280113786	9	4.71648710322864
chr15	hg38.TWGBS.6T.IHEC	0.694435247680008	0.8	0.314541493107855	9.93867362264238	10	4.89103780478693
chr15	hg38.TWGBS.6T.OTP	0.64560378385173	0.75	0.32461190037645	8.18061406700305	8	4.63398898892832
chr15	hg38.TWGBS.6T.UCSD	0.696281273825741	0.8	0.323567794960777	7.28490972630803	7	3.64507550184983
chr15	hg38.TWGBS.6T.UdS.NT	0.629833078107184	0.714285714285714	0.327394901004478	7.87220839144433	8	4.49811567400007
chr15	hg38.TWGBS.6T.UdS.TT	0.658161731547922	0.75	0.339920416062638	7.13523907547517	7	4.20422868495203
chr15	hg38.TWGBS.6T.bismark	0.704471844576348	0.8125	0.316851554945023	8.96359328412662	9	4.7154127472737
chr15	hg38.TWGBS.6T.bistro	0.672771981058496	0.777777777777778	0.327491853098818	8.19314313876871	8	4.53016902455566
chr15	hg38.WGBS.5N.DKFZ.B060	0.726531934188038	0.84375	0.28800498235562	35.050402683381	35	14.8875881737562
chr15	hg38.WGBS.5N.DKFZ.C010	0.715237631944907	0.826923076923077	0.280646116027685	39.0150571292681	38	17.3502531874004
chr15	hg38.WGBS.5N.FLI	0.707612381500329	0.816091954022989	0.278549633589383	98.8429469076922	78	296.808138860847
chr15	hg38.WGBS.5N.IHEC	0.724164112608179	0.838709677419355	0.29137060942046	25.6987021634573	26	10.4283865442708
chr15	hg38.WGBS.5N.OTP	0.723158631662962	0.84	0.28902904091388	33.0108237055274	33	14.1987009995124
chr15	hg38.WGBS.5N.UCSD	0.722874257714955	0.837209302325582	0.292727115114394	31.3137401393131	32	12.6133405726053
chr15	hg38.WGBS.5N.UdS.NT	0.730046991287802	0.84	0.279956570037288	36.8099535966768	37	12.6615488607116
chr15	hg38.WGBS.5N.bismark	0.715333007918222	0.829268292682927	0.287971890697799	34.2353990784442	35	14.9619213575365
chr15	hg38.WGBS.5N.bistro	0.740808007962645	0.863636363636364	0.29742037222088	23.4322179079247	23	9.44092832256126
chr15	hg38.WGBS.5N.cnag.gembs	0.76423003909933	0.85	0.243239182100649	29.7050496428638	29	6.61132183707236
chr15	hg38.WGBS.5T.DKFZ.B060	0.715880369299529	0.851851851851852	0.297231988243093	34.002797766487	34	15.2978272965313
chr15	hg38.WGBS.5T.DKFZ.C010	0.704226221629771	0.833333333333333	0.290011253806295	37.6461573351919	37	17.1749568244289
chr15	hg38.WGBS.5T.FLI	0.695305681429781	0.818181818181818	0.287432397810378	94.5836792309963	74	293.643299458462
chr15	hg38.WGBS.5T.IHEC	0.714266943329595	0.846153846153846	0.300323453759819	25.9369765688366	26	10.7124397020817
chr15	hg38.WGBS.5T.OTP	0.712590311825451	0.846153846153846	0.298274596314379	32.0078077194634	32	14.5689752741886
chr15	hg38.WGBS.5T.UCSD	0.711060015091026	0.842105263157895	0.301899351339574	30.1052015458772	31	12.1583741678121
chr15	hg38.WGBS.5T.UdS.NT	0.720022728081515	0.848484848484848	0.289016912887794	35.7176053224641	36	12.324590565573
chr15	hg38.WGBS.5T.bismark	0.703491742258624	0.833333333333333	0.296686079914983	33.1629349230561	34	15.0032989711645
chr15	hg38.WGBS.5T.bistro	0.72968271157511	0.869565217391304	0.306643291635571	22.3224351559239	22	9.16367006635663
chr15	hg38.WGBS.5T.cnag.gembs	0.749238795055192	0.862	0.266653582591556	29.8690001536068	29	6.7939574257476
chr15	hg38.WGBS.6N.DKFZ.B060	0.698440834870263	0.805555555555556	0.286270422939555	38.1094639259024	39	13.907916838541
chr15	hg38.WGBS.6N.DKFZ.C010	0.686707989967575	0.787234042553192	0.277655646048324	43.0514955908094	42	16.005510814852
chr15	hg38.WGBS.6N.FLI	0.680258696379995	0.777777777777778	0.275797043967931	124.229666985191	85	392.759247444097
chr15	hg38.WGBS.6N.IHEC	0.695555796271101	0.8	0.288939261676825	28.9654923883062	29	11.0683939598604
chr15	hg38.WGBS.6N.OTP	0.694747791155539	0.8	0.286924015629435	35.4544309991	36	13.1566002955885
chr15	hg38.WGBS.6N.UCSD	0.693807024915172	0.796296296296296	0.289926656469885	33.7346172565634	35	13.3418879686006
chr15	hg38.WGBS.6N.UdS.NT	0.701757180982304	0.803921568627451	0.278113026076948	40.25011533716	41	14.0120810548495
chr15	hg38.WGBS.6N.bismark	0.686448843702443	0.790322580645161	0.285777430958503	37.244822106584	38	15.1756981171101
chr15	hg38.WGBS.6N.bistro	0.708633232814891	0.818181818181818	0.294135170928218	26.5693372390544	27	10.128486346049
chr15	hg38.WGBS.6N.cnag.gembs	0.730062513285784	0.815	0.251379578359631	32.2894329857207	32	7.53817665786043
chr15	hg38.WGBS.6T.DKFZ.B060	0.691247669365201	0.8	0.286515892560121	36.3852093675174	37	12.8474349541371
chr15	hg38.WGBS.6T.DKFZ.C010	0.67876737135751	0.78	0.277722318791881	41.132814087668	40	14.830430975506
chr15	hg38.WGBS.6T.FLI	0.669274701114321	0.765957446808511	0.275328318208539	115.813117984758	80	350.263467745667
chr15	hg38.WGBS.6T.IHEC	0.68933576783103	0.795918367346939	0.289351997606542	28.3884298992836	29	10.446504276768
chr15	hg38.WGBS.6T.OTP	0.68595430451602	0.794117647058824	0.288077582722908	32.6257824859088	33	11.8717688850765
chr15	hg38.WGBS.6T.UCSD	0.685455073661278	0.789473684210526	0.290932369997875	31.5283893461757	33	12.3175218162257
chr15	hg38.WGBS.6T.UdS.NT	0.693973599312099	0.8	0.2788307986775	38.2554143061724	39	12.9236601350395
chr15	hg38.WGBS.6T.bismark	0.678438512749201	0.783783783783784	0.286176481639135	35.1856700288936	36	13.769452195053
chr15	hg38.WGBS.6T.bistro	0.709964249490062	0.823529411764706	0.297477244929829	22.0859634615728	22	8.47209103833075
chr15	hg38.WGBS.6T.cnag.gembs	0.718979048572521	0.812	0.26074680588899	31.7801606466654	31	7.89895928239748
chr16	hg38.TWGBS.5N.BioMedX	0.699761623528435	0.818181818181818	0.332237907913866	8.28989159878697	7	40.4625008906705
chr16	hg38.TWGBS.5N.DKFZ.B060	0.686350307892201	0.8	0.31913091645253	10.2308294092406	9	44.3910861100375
chr16	hg38.TWGBS.5N.IHEC	0.717624565731204	0.833333333333333	0.318966996498659	10.0014960387662	9	23.6787647003565
chr16	hg38.TWGBS.5N.OTP	0.682137903042676	0.8	0.324657310973612	9.46752354490945	8	56.1313522860485
chr16	hg38.TWGBS.5N.UCSD	0.722671845728955	0.833333333333333	0.324246782855261	7.28138700751998	7	4.75032191717132
chr16	hg38.TWGBS.5N.UdS.NT	0.668636748552916	0.764705882352941	0.325336991976268	8.1912225159142	8	4.90817354410683
chr16	hg38.TWGBS.5N.UdS.TT	0.699002362289036	0.818181818181818	0.335917478512304	7.44899532067162	7	4.57831764128383
chr16	hg38.TWGBS.5N.bismark	0.728943330201276	0.857142857142857	0.31959815944697	9.59842499794166	8	41.9411387985241
chr16	hg38.TWGBS.5N.bistro	0.707718215256663	0.833333333333333	0.328389535360568	9.01636247161358	7	45.9535069380222
chr16	hg38.TWGBS.5T.BioMedX	0.675788573340782	0.8	0.33866876070805	10.1075614976896	8	48.0770991897513
chr16	hg38.TWGBS.5T.DKFZ.B060	0.66431009756418	0.777777777777778	0.324719439371193	12.6367205331873	11	52.9285509492608
chr16	hg38.TWGBS.5T.IHEC	0.695713333356278	0.826086956521739	0.324865386229716	12.4918625003587	12	29.0670177883879
chr16	hg38.TWGBS.5T.OTP	0.658583762470244	0.773255813953488	0.330053614130677	11.531670482312	9	65.2617228367196
chr16	hg38.TWGBS.5T.UCSD	0.699897098652408	0.833333333333333	0.329467975448489	8.78203883764914	9	5.23256063053682
chr16	hg38.TWGBS.5T.UdS.NT	0.64975208541982	0.75	0.324162765469114	10.3989760717846	10	5.57221015575436
chr16	hg38.TWGBS.5T.UdS.TT	0.679173655346978	0.8	0.337072860358265	9.44334037479941	9	5.21032919765094
chr16	hg38.TWGBS.5T.bismark	0.706729500473175	0.833333333333333	0.325831817259279	11.9863863533258	10	51.4302060313435
chr16	hg38.TWGBS.5T.bistro	0.683288853136265	0.8125	0.334845147679662	11.1124729776425	9	52.72607246713
chr16	hg38.TWGBS.6N.BioMedX	0.674425638071193	0.777777777777778	0.330936222218613	9.07829511168761	7	51.7921661030113
chr16	hg38.TWGBS.6N.DKFZ.B060	0.663689373769081	0.75	0.316676462666285	11.2818057302377	10	56.768805723023
chr16	hg38.TWGBS.6N.IHEC	0.697844897832424	0.8	0.3157153074379	11.1459904772578	10	31.446077884869
chr16	hg38.TWGBS.6N.OTP	0.658252741028686	0.75	0.322913226319619	10.3759730698386	8	68.6359759155494
chr16	hg38.TWGBS.6N.UCSD	0.702429828010562	0.8	0.321861074252291	7.93628133575442	8	5.07188808464877
chr16	hg38.TWGBS.6N.UdS.NT	0.645297132954541	0.739130434782609	0.321868166405983	8.83792869032579	9	4.99806609184334
chr16	hg38.TWGBS.6N.UdS.TT	0.673303289558863	0.777777777777778	0.333688227008891	8.03097293358104	8	4.66855776568665
chr16	hg38.TWGBS.6N.bismark	0.708917439516303	0.818181818181818	0.317216430305368	10.7986348789089	9	56.6391117088575
chr16	hg38.TWGBS.6N.bistro	0.684198095614486	0.8	0.326745448872228	9.87671227639938	8	55.2084148828502
chr16	hg38.TWGBS.6T.BioMedX	0.644221038634567	0.75	0.339448957455308	8.83790012537159	7	48.3051495493743
chr16	hg38.TWGBS.6T.DKFZ.B060	0.635370533947709	0.727272727272727	0.322784319764037	11.1435401698236	10	52.9853474931029
chr16	hg38.TWGBS.6T.IHEC	0.677296737317021	0.785714285714286	0.321216948493644	11.1578621784621	10	29.5567826129941
chr16	hg38.TWGBS.6T.OTP	0.628302934285654	0.714285714285714	0.329931798768903	10.128020263352	8	64.9328875337787
chr16	hg38.TWGBS.6T.UCSD	0.681987531753926	0.8	0.328531604709996	7.90819505395842	8	5.02732226917589
chr16	hg38.TWGBS.6T.UdS.NT	0.611583064011492	0.6875	0.329143436946218	8.62134732125871	8	4.93482076050223
chr16	hg38.TWGBS.6T.UdS.TT	0.639797012701298	0.75	0.343390323942264	7.79792360123734	7	4.60311974564129
chr16	hg38.TWGBS.6T.bismark	0.688327228353304	0.8	0.323478440176459	10.7420960326113	9	53.5065967564542
chr16	hg38.TWGBS.6T.bistro	0.654517136020495	0.75	0.334125834052274	9.81631210005096	8	53.1815539326633
chr16	hg38.WGBS.5N.DKFZ.B060	0.715677910760148	0.833333333333333	0.292890904349309	35.8697219966913	33	97.5115102935557
chr16	hg38.WGBS.5N.DKFZ.C010	0.707519385779278	0.82051282051282	0.283962000976028	38.4475289776378	36	49.3239928834784
chr16	hg38.WGBS.5N.FLI	0.701129094520372	0.810526315789474	0.281610019948294	111.447295277723	74	492.89171083361
chr16	hg38.WGBS.5N.IHEC	0.712271949347595	0.828571428571429	0.296590140777488	26.4012434542101	24	108.465048837174
chr16	hg38.WGBS.5N.OTP	0.712003011158715	0.833333333333333	0.293968970410529	33.8414577928492	31	97.6315393490435
chr16	hg38.WGBS.5N.UCSD	0.712976883408489	0.828571428571429	0.297133581245052	29.9530260736852	31	12.9042076300316
chr16	hg38.WGBS.5N.UdS.NT	0.717736920472639	0.833333333333333	0.286829358127424	34.8726322646426	35	12.2665753184894
chr16	hg38.WGBS.5N.bismark	0.704720353723258	0.821428571428571	0.293139367818276	36.6257402007591	33	209.910786000944
chr16	hg38.WGBS.5N.bistro	0.728576890140772	0.852941176470588	0.303037507323266	23.6492374073727	22	58.535613280992
chr16	hg38.WGBS.5N.cnag.gembs	0.755365160349853	0.846	0.247690308408789	31.3982631110911	28	121.287992287651
chr16	hg38.WGBS.5T.DKFZ.B060	0.695443503468352	0.833333333333333	0.304390107902983	38.4204831664713	36	100.539988192223
chr16	hg38.WGBS.5T.DKFZ.C010	0.687800793489714	0.81578947368421	0.295757915759224	41.2688841556184	39	49.8810076065184
chr16	hg38.WGBS.5T.FLI	0.680720137781717	0.803921568627451	0.292784974657894	117.785523585312	79	497.494761259953
chr16	hg38.WGBS.5T.IHEC	0.692992603740474	0.826086956521739	0.30721917084899	29.4312696776559	28	117.488625847547
chr16	hg38.WGBS.5T.OTP	0.69168635464618	0.827586206896552	0.305271714122706	36.2388935767393	34	100.889540023719
chr16	hg38.WGBS.5T.UCSD	0.691685877060637	0.821428571428571	0.308271344191973	31.4739677378336	33	12.8425273610413
chr16	hg38.WGBS.5T.UdS.NT	0.698174209763543	0.829787234042553	0.298741691796856	37.4472286062809	38	12.2375669737403
chr16	hg38.WGBS.5T.bismark	0.68359275129903	0.81578947368421	0.303978926451673	39.2137428561513	35	224.754071558835
chr16	hg38.WGBS.5T.bistro	0.70746455951144	0.848484848484848	0.314103976900781	24.8699359202063	23	58.5385192569316
chr16	hg38.WGBS.5T.cnag.gembs	0.72580820621429	0.846	0.279715386711343	33.0151429493928	30	121.6296345144
chr16	hg38.WGBS.6N.DKFZ.B060	0.690904502858233	0.8	0.290967680070241	39.3255868468776	37	104.803684537745
chr16	hg38.WGBS.6N.DKFZ.C010	0.682656755334398	0.785714285714286	0.28154701230052	42.599691945023	40	52.311665880145
chr16	hg38.WGBS.6N.FLI	0.677013906257198	0.777777777777778	0.279484154405198	129.614669631634	81	556.599527053037
chr16	hg38.WGBS.6N.IHEC	0.687097467921816	0.794117647058824	0.293861154413009	30.3653750734692	28	142.743419110037
chr16	hg38.WGBS.6N.OTP	0.686646751193339	0.794871794871795	0.291747909475677	36.6719917039318	34	105.176774389528
chr16	hg38.WGBS.6N.UCSD	0.687133894258524	0.791666666666667	0.294632523414508	32.4338522352839	33	13.6721477252722
chr16	hg38.WGBS.6N.UdS.NT	0.692446236741869	0.8	0.284868053319451	38.4320314438454	39	13.3194613297627
chr16	hg38.WGBS.6N.bismark	0.679221929296367	0.785714285714286	0.290749504160818	41.1977540394908	36	282.964725638193
chr16	hg38.WGBS.6N.bistro	0.699815772307604	0.8125	0.299565602762986	26.9598428650111	25	63.1976762197915
chr16	hg38.WGBS.6N.cnag.gembs	0.722729518792318	0.81	0.256850522525741	34.4232414481318	30	149.992594732414
chr16	hg38.WGBS.6T.DKFZ.B060	0.675364603829432	0.787878787878788	0.293922548644628	42.1316692081939	40	105.871595618168
chr16	hg38.WGBS.6T.DKFZ.C010	0.667033128390592	0.772727272727273	0.284519011281839	45.7882680889272	43	52.6494849874638
chr16	hg38.WGBS.6T.FLI	0.659007263858326	0.761194029850746	0.281953519667703	134.793390024538	86	554.228949550046
chr16	hg38.WGBS.6T.IHEC	0.672468561870207	0.782608695652174	0.296524628304368	33.4360957673693	31	151.115641344781
chr16	hg38.WGBS.6T.OTP	0.669557171087396	0.78125	0.295157112991796	37.8833001964205	35	105.992447684266
chr16	hg38.WGBS.6T.UCSD	0.67076438714285	0.777777777777778	0.297575611868243	33.6378604250327	35	13.6643567849607
chr16	hg38.WGBS.6T.UdS.NT	0.676867720546406	0.786885245901639	0.288134591535697	41.1404750432616	42	13.5218252053661
chr16	hg38.WGBS.6T.bismark	0.663005597375479	0.771428571428571	0.293532961073741	43.8475784135564	39	297.411967137731
chr16	hg38.WGBS.6T.bistro	0.692366269691609	0.80952380952381	0.305189667142288	25.0533835402622	24	53.5934584492655
chr16	hg38.WGBS.6T.cnag.gembs	0.698902365368515	0.8	0.274883776375853	36.4738817130258	33	148.306411301602
chr17	hg38.TWGBS.5N.BioMedX	0.686717531963219	0.8125	0.347586497801676	7.17693635967195	7	8.36843538951194
chr17	hg38.TWGBS.5N.DKFZ.B060	0.672364690271413	0.8	0.334421057752183	9.05428315745332	8	9.46016063759718
chr17	hg38.TWGBS.5N.IHEC	0.70362460190354	0.833333333333333	0.335693426875161	9.28488696629075	9	7.21069521466655
chr17	hg38.TWGBS.5N.OTP	0.668782841641413	0.785714285714286	0.339602593535803	8.01095319624731	7	12.1098061507273
chr17	hg38.TWGBS.5N.UCSD	0.708569864187353	0.833333333333333	0.341513549174418	6.96508063988128	7	3.57100283281275
chr17	hg38.TWGBS.5N.UdS.NT	0.652560826334733	0.75	0.339682543134178	7.98077567459249	8	4.58564471940435
chr17	hg38.TWGBS.5N.UdS.TT	0.682407529398661	0.818181818181818	0.351325531694568	7.26322628567846	7	4.28651727910043
chr17	hg38.TWGBS.5N.bismark	0.715259420968076	0.857142857142857	0.336404985328979	8.45186863360372	8	8.62623100453859
chr17	hg38.TWGBS.5N.bistro	0.694982149179395	0.833333333333333	0.344165758977574	7.79073596293113	7	9.6327150761947
chr17	hg38.TWGBS.5T.BioMedX	0.675933059951739	0.8125	0.351036945955935	8.27774830141874	8	9.84071109648059
chr17	hg38.TWGBS.5T.DKFZ.B060	0.663811063350586	0.8	0.336485472013744	10.5954610743049	10	11.090759072644
chr17	hg38.TWGBS.5T.IHEC	0.694865509274547	0.833333333333333	0.33795268224666	10.9895036044953	10	8.59362161620612
chr17	hg38.TWGBS.5T.OTP	0.658253350837382	0.777777777777778	0.342407818328993	9.24630554290264	8	14.7178470742219
chr17	hg38.TWGBS.5T.UCSD	0.698964613761455	0.833333333333333	0.343170569138912	8.01495578820308	8	4.02022218565561
chr17	hg38.TWGBS.5T.UdS.NT	0.646734879736112	0.75	0.337364021714383	9.57086666494394	9	5.28405264823704
chr17	hg38.TWGBS.5T.UdS.TT	0.676117169928371	0.818181818181818	0.350297297033868	8.69635828605932	8	4.9462677178947
chr17	hg38.TWGBS.5T.bismark	0.70586961224009	0.857142857142857	0.338591165544923	10.0182850649121	9	10.2590046720259
chr17	hg38.TWGBS.5T.bistro	0.683830623038505	0.833333333333333	0.347308523352352	9.11542227737424	8	11.8809480761343
chr17	hg38.TWGBS.6N.BioMedX	0.664438648479508	0.777777777777778	0.345409128531902	7.74832538913114	7	9.78704887834441
chr17	hg38.TWGBS.6N.DKFZ.B060	0.653007159553217	0.75	0.330995560865492	9.90795410897993	9	10.9331165051595
chr17	hg38.TWGBS.6N.IHEC	0.687104056427569	0.8	0.331854183116351	10.3658913340741	10	7.95829521957691
chr17	hg38.TWGBS.6N.OTP	0.647795320815458	0.75	0.336932510365638	8.6637977736225	8	14.8498760128821
chr17	hg38.TWGBS.6N.UCSD	0.69097684350847	0.8125	0.338344505533434	7.67395938975821	7	3.80206009462312
chr17	hg38.TWGBS.6N.UdS.NT	0.632759128818727	0.733333333333333	0.334945555954076	8.70965706222472	8	4.80406606090503
chr17	hg38.TWGBS.6N.UdS.TT	0.660587943729624	0.777777777777778	0.347642151708962	7.91852810877231	8	4.50749321394227
chr17	hg38.TWGBS.6N.bismark	0.698195108711897	0.833333333333333	0.333210600282657	9.42675200609732	9	10.5082189172689
chr17	hg38.TWGBS.6N.bistro	0.674215609653963	0.8	0.341782623515339	8.45763647037532	8	11.9561784291704
chr17	hg38.TWGBS.6T.BioMedX	0.643692293482873	0.75	0.351652850492838	7.41400505984493	7	9.2847325912111
chr17	hg38.TWGBS.6T.DKFZ.B060	0.634147613472158	0.75	0.334720783531136	9.62013337671913	9	10.4459769386381
chr17	hg38.TWGBS.6T.IHEC	0.674880534541456	0.8	0.334931890894377	10.1668875218989	10	8.07704726307993
chr17	hg38.TWGBS.6T.OTP	0.62734789716737	0.727272727272727	0.341957658638991	8.30922534829701	8	14.082025104976
chr17	hg38.TWGBS.6T.UCSD	0.679056149292555	0.8	0.342389719969346	7.48722124300713	7	3.74388785186941
chr17	hg38.TWGBS.6T.UdS.NT	0.607226475090142	0.7	0.340504205187248	8.28816462853189	8	4.672517702958
chr17	hg38.TWGBS.6T.UdS.TT	0.635604023973811	0.75	0.355019985481446	7.50429994143993	7	4.38269894493851
chr17	hg38.TWGBS.6T.bismark	0.686221534126299	0.8125	0.337008244761292	9.20783297463463	9	10.1103015464435
chr17	hg38.TWGBS.6T.bistro	0.654280887496373	0.769230769230769	0.346850515876199	8.24447848135421	8	11.615197608847
chr17	hg38.WGBS.5N.DKFZ.B060	0.701387337704073	0.837209302325582	0.311806434993753	32.863460417455	33	28.4704199437477
chr17	hg38.WGBS.5N.DKFZ.C010	0.690597904050077	0.818181818181818	0.305146762662941	35.679392868693	35	24.8905528511091
chr17	hg38.WGBS.5N.FLI	0.684076307205847	0.808988764044944	0.30180208103882	106.451622670195	71	353.341893808282
chr17	hg38.WGBS.5N.IHEC	0.698585491427762	0.833333333333333	0.31470857360699	23.8218215038216	24	22.8496514865775
chr17	hg38.WGBS.5N.OTP	0.697887010268921	0.833333333333333	0.312703065879164	30.7844738108977	30	28.2404129014784
chr17	hg38.WGBS.5N.UCSD	0.698232929107345	0.833333333333333	0.316876571558327	29.0886080551394	30	11.6101918497999
chr17	hg38.WGBS.5N.UdS.NT	0.702513447388443	0.833333333333333	0.306557601282044	34.0142915302024	34	11.5533628274863
chr17	hg38.WGBS.5N.bismark	0.690753439665679	0.823529411764706	0.311377214209947	31.4401050737748	32	37.0453179508794
chr17	hg38.WGBS.5N.bistro	0.714538834925105	0.857142857142857	0.32198856351542	21.7310221267765	21	16.5825930471776
chr17	hg38.WGBS.5N.cnag.gembs	0.750178292219602	0.85	0.26381079579149	28.2894397474315	27	20.4810024798928
chr17	hg38.WGBS.5T.DKFZ.B060	0.693882331024042	0.842105263157895	0.317597018227435	33.4702738469635	33	29.7117024645503
chr17	hg38.WGBS.5T.DKFZ.C010	0.682349449982396	0.82258064516129	0.311550989827941	36.354872156223	36	25.871134839985
chr17	hg38.WGBS.5T.FLI	0.675334861185173	0.80952380952381	0.307326920912145	106.739661494496	71	345.7644715519
chr17	hg38.WGBS.5T.IHEC	0.692051387219408	0.833333333333333	0.320126794774007	25.3035131160566	25	26.0753205862716
chr17	hg38.WGBS.5T.OTP	0.690329051337186	0.837837837837838	0.318413261915106	31.3509110263098	31	29.6546202549082
chr17	hg38.WGBS.5T.UCSD	0.689557476768025	0.833333333333333	0.322314434867056	29.1469192951389	30	11.6065943357989
chr17	hg38.WGBS.5T.UdS.NT	0.695613257297076	0.838709677419355	0.312314116283211	34.6797331456652	35	11.8346351887528
chr17	hg38.WGBS.5T.bismark	0.681993356874331	0.826086956521739	0.31647418755974	32.0311820030954	32	40.8365244730292
chr17	hg38.WGBS.5T.bistro	0.706802681620603	0.857142857142857	0.327295153787454	21.7317155938965	21	16.6186281437351
chr17	hg38.WGBS.5T.cnag.gembs	0.73054656874787	0.857	0.288274113587764	29.4648798882224	28	22.9733241679633
chr17	hg38.WGBS.6N.DKFZ.B060	0.680645005591313	0.806451612903226	0.308870482677395	36.1911941846618	36	30.7193474071772
chr17	hg38.WGBS.6N.DKFZ.C010	0.669086594234066	0.788461538461538	0.302580783644803	39.6720183245926	39	28.8818846882927
chr17	hg38.WGBS.6N.FLI	0.663371052318855	0.779069767441861	0.299092328213461	122.415390191451	77	463.912018218059
chr17	hg38.WGBS.6N.IHEC	0.677663769577128	0.8	0.310855123760825	27.1664036173578	27	28.5091133832851
chr17	hg38.WGBS.6N.OTP	0.676653553475333	0.8	0.309411402519349	33.4553695943437	33	30.7036800528554
chr17	hg38.WGBS.6N.UCSD	0.676348867605008	0.8	0.312828868711539	31.7200232320535	33	12.2941153269469
chr17	hg38.WGBS.6N.UdS.NT	0.681387971625532	0.803921568627451	0.303333211912862	37.6757449315459	38	12.4405948392562
chr17	hg38.WGBS.6N.bismark	0.669047823626339	0.790697674418605	0.307582548069459	34.7353022219518	35	50.3845996167147
chr17	hg38.WGBS.6N.bistro	0.69036860119906	0.818181818181818	0.31706991201494	24.8716642308167	25	17.6521291198021
chr17	hg38.WGBS.6N.cnag.gembs	0.720504964651954	0.821	0.271935113839011	30.7485950368704	30	21.6101534514782
chr17	hg38.WGBS.6T.DKFZ.B060	0.672333433240107	0.8	0.309748545443271	38.2798488529659	38	31.2173525053405
chr17	hg38.WGBS.6T.DKFZ.C010	0.659587334485633	0.782608695652174	0.303917572927457	42.0927644472823	41	29.9589400111547
chr17	hg38.WGBS.6T.FLI	0.651289356571318	0.767857142857143	0.299535901298663	126.085117755782	81	457.791221566292
chr17	hg38.WGBS.6T.IHEC	0.669972256534319	0.8	0.311907509510523	29.5539354891943	30	30.9552259355754
chr17	hg38.WGBS.6T.OTP	0.66662774363097	0.794871794871795	0.310854702270392	34.0056541906248	34	30.8691342603198
chr17	hg38.WGBS.6T.UCSD	0.666816256378708	0.791666666666667	0.31406812570211	32.3532814575371	33	12.3004584093888
chr17	hg38.WGBS.6T.UdS.NT	0.672526014622803	0.8	0.304351023044178	39.6501948835473	40	12.631513102367
chr17	hg38.WGBS.6T.bismark	0.659763155594062	0.785714285714286	0.308505165027172	36.4529268255596	37	52.3179561933331
